"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Info"
"9081","131.619678659","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=13224 Win=64128 Len=0 TSval=4037516736 TSecr=1402650513"
"9082","131.619773862","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=13224 Ack=702 Win=64832 Len=1448 TSval=1402650513 TSecr=4037516735 [TCP segment of a reassembled PDU]"
"9083","131.619799660","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=14672 Win=63360 Len=0 TSval=4037516736 TSecr=1402650513"
"9084","131.619876061","99.86.31.6","10.43.1.228","TCP","954","443","34030","443  >  34030 [PSH, ACK] Seq=14672 Ack=702 Win=64832 Len=888 TSval=1402650513 TSecr=4037516735 [TCP segment of a reassembled PDU]"
"9085","131.619908286","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=15560 Win=64128 Len=0 TSval=4037516736 TSecr=1402650513"
"9086","131.625487003","99.86.31.6","10.43.1.228","TCP","2802","443","34030","443  >  34030 [PSH, ACK] Seq=15560 Ack=702 Win=64832 Len=2736 TSval=1402650523 TSecr=4037516736 [TCP segment of a reassembled PDU]"
"9087","131.625518866","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=18296 Win=63616 Len=0 TSval=4037516741 TSecr=1402650523"
"9088","131.625533215","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=18296 Ack=702 Win=64832 Len=1448 TSval=1402650523 TSecr=4037516736 [TCP segment of a reassembled PDU]"
"9089","131.625677127","99.86.31.6","10.43.1.228","TLSv1.2","1354","443","34030","Application Data [TCP segment of a reassembled PDU]"
"9090","131.625702276","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=21032 Win=64128 Len=0 TSval=4037516742 TSecr=1402650523"
"9091","131.626006896","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=21032 Ack=702 Win=64832 Len=1448 TSval=1402650523 TSecr=4037516742 [TCP segment of a reassembled PDU]"
"9092","131.626127840","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=22480 Ack=702 Win=64832 Len=1448 TSval=1402650523 TSecr=4037516742 [TCP segment of a reassembled PDU]"
"9093","131.626161258","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=23928 Win=64128 Len=0 TSval=4037516742 TSecr=1402650523"
"9094","131.626228033","99.86.31.6","10.43.1.228","TCP","1274","443","34030","443  >  34030 [PSH, ACK] Seq=23928 Ack=702 Win=64832 Len=1208 TSval=1402650523 TSecr=4037516742 [TCP segment of a reassembled PDU]"
"9095","131.626340625","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=25136 Win=64128 Len=0 TSval=4037516742 TSecr=1402650523"
"9096","131.626686683","99.86.31.6","10.43.1.228","TCP","1434","443","34030","443  >  34030 [PSH, ACK] Seq=25136 Ack=702 Win=64832 Len=1368 TSval=1402650523 TSecr=4037516742 [TCP segment of a reassembled PDU]"
"9097","131.626731407","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=26504 Win=64128 Len=0 TSval=4037516743 TSecr=1402650523"
"9098","131.632032066","99.86.31.6","10.43.1.228","TCP","2962","443","34030","443  >  34030 [ACK] Seq=26504 Ack=702 Win=64832 Len=2896 TSval=1402650523 TSecr=4037516743 [TCP segment of a reassembled PDU]"
"9099","131.632112184","99.86.31.6","10.43.1.228","TCP","1274","443","34030","443  >  34030 [PSH, ACK] Seq=29400 Ack=702 Win=64832 Len=1208 TSval=1402650523 TSecr=4037516743 [TCP segment of a reassembled PDU]"
"9100","131.632126393","99.86.31.6","10.43.1.228","TLSv1.2","424","443","34030","Application Data"
"9101","131.632319557","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=30966 Win=64128 Len=0 TSval=4037516748 TSecr=1402650523"
"9107","131.743389327","10.43.1.228","35.162.83.120","TLSv1.2","407","54246","443","Application Data"
"9108","131.743513962","35.162.83.120","10.43.1.228","TCP","66","443","54246","443  >  54246 [ACK] Seq=6414 Ack=1387 Win=64128 Len=0 TSval=2932476405 TSecr=4196484015"
"9109","131.743927344","10.43.1.228","35.162.83.120","TLSv1.2","416","54248","443","Application Data"
"9110","131.744050601","35.162.83.120","10.43.1.228","TCP","66","443","54248","443  >  54248 [ACK] Seq=5096 Ack=1405 Win=64128 Len=0 TSval=3726860383 TSecr=4196484016"
"9137","132.035960213","35.162.83.120","10.43.1.228","TLSv1.2","1598","443","54246","Application Data"
"9138","132.036051359","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=1387 Ack=7946 Win=64128 Len=0 TSval=4196484308 TSecr=2932476695"
"9139","132.038364158","35.162.83.120","10.43.1.228","TLSv1.2","1530","443","54248","Application Data"
"9140","132.038465915","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [ACK] Seq=1405 Ack=6560 Win=64128 Len=0 TSval=4196484310 TSecr=3726860673"
"9232","133.547201655","10.43.1.228","124.124.201.170","TCP","66","54068","80","[TCP Keep-Alive] 54068  >  80 [ACK] Seq=297 Ack=442 Win=501 Len=0 TSval=1713399101 TSecr=3326453428"
"9233","133.547408798","124.124.201.170","10.43.1.228","TCP","66","80","54068","[TCP Keep-Alive ACK] 80  >  54068 [ACK] Seq=442 Ack=298 Win=1014 Len=0 TSval=3326463668 TSecr=1713307179"
"9253","133.803319847","10.43.1.228","124.124.201.170","TCP","66","54070","80","[TCP Keep-Alive] 54070  >  80 [ACK] Seq=302 Ack=442 Win=501 Len=0 TSval=1713399357 TSecr=1056805176"
"9254","133.803415582","124.124.201.170","10.43.1.228","TCP","66","80","54070","[TCP Keep-Alive ACK] 80  >  54070 [ACK] Seq=442 Ack=303 Win=1014 Len=0 TSval=1056815416 TSecr=1713307234"
"9269","134.037980257","10.21.2.12","10.43.1.1","TCP","66","56032","7680","[TCP Retransmission] 56032  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"9301","134.672120738","10.61.83.164","10.43.1.1","TCP","66","49905","7680","49905  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"9351","135.675033735","10.61.83.164","10.43.1.1","TCP","66","49905","7680","[TCP Retransmission] 49905  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"9471","137.676638891","10.61.83.164","10.43.1.1","TCP","66","49905","7680","[TCP Retransmission] 49905  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"9617","139.947343037","10.43.1.228","117.18.237.29","TCP","66","48512","80","[TCP Keep-Alive] 48512  >  80 [ACK] Seq=1138 Ack=2607 Win=501 Len=0 TSval=1007577346 TSecr=4171463496"
"9618","139.947384380","10.43.1.228","117.18.237.29","TCP","66","48510","80","[TCP Keep-Alive] 48510  >  80 [ACK] Seq=1138 Ack=2607 Win=501 Len=0 TSval=1007577346 TSecr=2798413027"
"9622","139.947522609","117.18.237.29","10.43.1.228","TCP","66","80","48512","[TCP Keep-Alive ACK] 80  >  48512 [ACK] Seq=2607 Ack=1139 Win=1000 Len=0 TSval=4171473526 TSecr=1007567321"
"9623","139.947544152","117.18.237.29","10.43.1.228","TCP","66","80","48510","[TCP Keep-Alive ACK] 80  >  48510 [ACK] Seq=2607 Ack=1139 Win=1000 Len=0 TSval=2798423067 TSecr=1007567309"
"9746","141.643184158","10.43.1.228","99.86.31.6","TCP","66","34030","443","[TCP Keep-Alive] 34030  >  443 [ACK] Seq=701 Ack=30966 Win=64128 Len=0 TSval=4037526759 TSecr=1402650523"
"9747","141.643474439","99.86.31.6","10.43.1.228","TCP","66","443","34030","[TCP Keep-Alive ACK] 443  >  34030 [ACK] Seq=30966 Ack=702 Win=64832 Len=0 TSval=1402660543 TSecr=4037516748"
"9748","141.678737330","10.61.83.164","10.43.1.1","TCP","66","49905","7680","[TCP Retransmission] 49905  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"9791","142.251181433","10.43.1.228","35.162.83.120","TCP","66","54246","443","[TCP Keep-Alive] 54246  >  443 [ACK] Seq=1386 Ack=7946 Win=64128 Len=0 TSval=4196494523 TSecr=2932476695"
"9792","142.251196445","10.43.1.228","35.162.83.120","TCP","66","54248","443","[TCP Keep-Alive] 54248  >  443 [ACK] Seq=1404 Ack=6560 Win=64128 Len=0 TSval=4196494523 TSecr=3726860673"
"9793","142.251298149","35.162.83.120","10.43.1.228","TCP","66","443","54246","[TCP Keep-Alive ACK] 443  >  54246 [ACK] Seq=7946 Ack=1387 Win=64128 Len=0 TSval=2932486905 TSecr=4196484308"
"9794","142.251330529","35.162.83.120","10.43.1.228","TCP","66","443","54248","[TCP Keep-Alive ACK] 443  >  54248 [ACK] Seq=6560 Ack=1405 Win=64128 Len=0 TSval=3726870883 TSecr=4196484310"
"9941","143.787139497","10.43.1.228","124.124.201.170","TCP","66","54068","80","[TCP Keep-Alive] 54068  >  80 [ACK] Seq=297 Ack=442 Win=501 Len=0 TSval=1713409341 TSecr=3326463668"
"9942","143.787254782","124.124.201.170","10.43.1.228","TCP","66","80","54068","[TCP Keep-Alive ACK] 80  >  54068 [ACK] Seq=442 Ack=298 Win=1014 Len=0 TSval=3326473908 TSecr=1713307179"
"9969","144.043125765","10.43.1.228","124.124.201.170","TCP","66","54070","80","[TCP Keep-Alive] 54070  >  80 [ACK] Seq=302 Ack=442 Win=501 Len=0 TSval=1713409597 TSecr=1056815416"
"9970","144.043208419","124.124.201.170","10.43.1.228","TCP","66","80","54070","[TCP Keep-Alive ACK] 80  >  54070 [ACK] Seq=442 Ack=303 Win=1014 Len=0 TSval=1056825656 TSecr=1713307234"
"10404","149.679434853","10.61.83.164","10.43.1.1","TCP","66","49905","7680","[TCP Retransmission] 49905  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"10431","150.187182025","10.43.1.228","117.18.237.29","TCP","66","48512","80","[TCP Keep-Alive] 48512  >  80 [ACK] Seq=1138 Ack=2607 Win=501 Len=0 TSval=1007587586 TSecr=4171473526"
"10432","150.187237751","10.43.1.228","117.18.237.29","TCP","66","48510","80","[TCP Keep-Alive] 48510  >  80 [ACK] Seq=1138 Ack=2607 Win=501 Len=0 TSval=1007587586 TSecr=2798423067"
"10433","150.187314446","117.18.237.29","10.43.1.228","TCP","66","80","48512","[TCP Keep-Alive ACK] 80  >  48512 [ACK] Seq=2607 Ack=1139 Win=1000 Len=0 TSval=4171483766 TSecr=1007567321"
"10434","150.187350801","117.18.237.29","10.43.1.228","TCP","66","80","48510","[TCP Keep-Alive ACK] 80  >  48510 [ACK] Seq=2607 Ack=1139 Win=1000 Len=0 TSval=2798433307 TSecr=1007567309"
"10528","151.652832293","10.43.1.228","45.55.41.223","TCP","66","32884","80","32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228590263 TSecr=2266219488"
"10539","151.723106490","10.43.1.228","99.86.31.6","TCP","66","34030","443","[TCP Keep-Alive] 34030  >  443 [ACK] Seq=701 Ack=30966 Win=64128 Len=0 TSval=4037536839 TSecr=1402660543"
"10540","151.723203818","99.86.31.6","10.43.1.228","TCP","66","443","34030","[TCP Keep-Alive ACK] 443  >  34030 [ACK] Seq=30966 Ack=702 Win=64832 Len=0 TSval=1402670623 TSecr=4037516748"
"10551","151.859101591","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228590469 TSecr=2266219488"
"10565","152.067213166","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228590677 TSecr=2266219488"
"10596","152.491185383","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228591101 TSecr=2266219488"
"10597","152.491209009","10.43.1.228","35.162.83.120","TCP","66","54246","443","[TCP Keep-Alive] 54246  >  443 [ACK] Seq=1386 Ack=7946 Win=64128 Len=0 TSval=4196504763 TSecr=2932486905"
"10598","152.491212649","10.43.1.228","35.162.83.120","TCP","66","54248","443","[TCP Keep-Alive] 54248  >  443 [ACK] Seq=1404 Ack=6560 Win=64128 Len=0 TSval=4196504763 TSecr=3726870883"
"10599","152.491311021","35.162.83.120","10.43.1.228","TCP","66","443","54246","[TCP Keep-Alive ACK] 443  >  54246 [ACK] Seq=7946 Ack=1387 Win=64128 Len=0 TSval=2932497145 TSecr=4196484308"
"10600","152.491357762","35.162.83.120","10.43.1.228","TCP","66","443","54248","[TCP Keep-Alive ACK] 443  >  54248 [ACK] Seq=6560 Ack=1405 Win=64128 Len=0 TSval=3726881123 TSecr=4196484310"
"10663","153.323273542","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228591933 TSecr=2266219488"
"10694","154.027184828","10.43.1.228","124.124.201.170","TCP","66","54068","80","[TCP Keep-Alive] 54068  >  80 [ACK] Seq=297 Ack=442 Win=501 Len=0 TSval=1713419581 TSecr=3326473908"
"10695","154.027288552","124.124.201.170","10.43.1.228","TCP","66","80","54068","[TCP Keep-Alive ACK] 80  >  54068 [ACK] Seq=442 Ack=298 Win=1014 Len=0 TSval=3326484148 TSecr=1713307179"
"10705","154.283325227","10.43.1.228","124.124.201.170","TCP","66","54070","80","[TCP Keep-Alive] 54070  >  80 [ACK] Seq=302 Ack=442 Win=501 Len=0 TSval=1713419837 TSecr=1056825656"
"10706","154.283434412","124.124.201.170","10.43.1.228","TCP","66","80","54070","[TCP Keep-Alive ACK] 80  >  54070 [ACK] Seq=442 Ack=303 Win=1014 Len=0 TSval=1056835896 TSecr=1713307234"
"10738","154.987192443","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228593597 TSecr=2266219488"
"10746","155.155615436","10.43.1.228","13.35.130.96","TLSv1.2","112","40184","443","Application Data"
"10747","155.155741954","13.35.130.96","10.43.1.228","TCP","66","443","40184","443  >  40184 [ACK] Seq=93 Ack=139 Win=999 Len=0 TSval=4173101937 TSecr=3052525630"
"10748","155.155998959","10.43.1.228","13.35.130.96","TLSv1.2","97","40184","443","Encrypted Alert"
"10749","155.156051895","10.43.1.228","13.35.130.96","TCP","66","40184","443","40184  >  443 [FIN, ACK] Seq=170 Ack=93 Win=501 Len=0 TSval=3052525630 TSecr=4173101937"
"10750","155.156092688","13.35.130.96","10.43.1.228","TCP","66","443","40184","443  >  40184 [ACK] Seq=93 Ack=170 Win=998 Len=0 TSval=4173101937 TSecr=3052525630"
"10751","155.156167232","13.35.130.96","10.43.1.228","TCP","66","443","40184","443  >  40184 [ACK] Seq=93 Ack=171 Win=998 Len=0 TSval=4173101937 TSecr=3052525630"
"10752","155.156239192","13.35.130.96","10.43.1.228","TCP","66","443","40184","443  >  40184 [FIN, ACK] Seq=93 Ack=171 Win=998 Len=0 TSval=4173101937 TSecr=3052525630"
"10753","155.156296340","10.43.1.228","13.35.130.96","TCP","66","40184","443","40184  >  443 [ACK] Seq=171 Ack=94 Win=501 Len=0 TSval=3052525630 TSecr=4173101937"
"10828","156.156145378","10.43.1.228","172.217.160.234","TLSv1.2","105","42688","443","Application Data"
"10829","156.156263388","172.217.160.234","10.43.1.228","TCP","66","443","42688","443  >  42688 [ACK] Seq=79 Ack=118 Win=999 Len=0 TSval=200012253 TSecr=3466792229"
"10830","156.156464738","10.43.1.228","172.217.160.234","TLSv1.2","90","42688","443","Application Data"
"10831","156.156507056","10.43.1.228","172.217.160.234","TCP","66","42688","443","42688  >  443 [FIN, ACK] Seq=142 Ack=79 Win=15200 Len=0 TSval=3466792229 TSecr=200012253"
"10832","156.156576155","172.217.160.234","10.43.1.228","TCP","66","443","42688","443  >  42688 [ACK] Seq=79 Ack=142 Win=999 Len=0 TSval=200012253 TSecr=3466792229"
"10833","156.156621784","172.217.160.234","10.43.1.228","TCP","66","443","42688","443  >  42688 [ACK] Seq=79 Ack=143 Win=999 Len=0 TSval=200012253 TSecr=3466792229"
"10834","156.156661299","172.217.160.234","10.43.1.228","TCP","66","443","42688","443  >  42688 [FIN, ACK] Seq=79 Ack=143 Win=999 Len=0 TSval=200012253 TSecr=3466792229"
"10835","156.156711604","10.43.1.228","172.217.160.234","TCP","66","42688","443","42688  >  443 [ACK] Seq=143 Ack=80 Win=15200 Len=0 TSval=3466792230 TSecr=200012253"
"10898","157.156902581","10.43.1.228","34.98.75.36","TLSv1.2","112","33052","443","Application Data"
"10899","157.157036804","34.98.75.36","10.43.1.228","TCP","66","443","33052","443  >  33052 [ACK] Seq=93 Ack=139 Win=1004 Len=0 TSval=2843090603 TSecr=2494975695"
"10900","157.157101981","10.43.1.228","124.124.201.170","TCP","66","54070","80","54070  >  80 [FIN, ACK] Seq=303 Ack=442 Win=501 Len=0 TSval=1713422711 TSecr=1056835896"
"10901","157.157176665","10.43.1.228","124.124.201.170","TCP","66","54068","80","54068  >  80 [FIN, ACK] Seq=298 Ack=442 Win=501 Len=0 TSval=1713422711 TSecr=3326484148"
"10902","157.157197672","124.124.201.170","10.43.1.228","TCP","66","80","54070","80  >  54070 [ACK] Seq=442 Ack=304 Win=1014 Len=0 TSval=1056838766 TSecr=1713422711"
"10903","157.157259019","124.124.201.170","10.43.1.228","TCP","66","80","54070","80  >  54070 [FIN, ACK] Seq=442 Ack=304 Win=1014 Len=0 TSval=1056838766 TSecr=1713422711"
"10904","157.157324205","10.43.1.228","124.124.201.170","TCP","66","54070","80","54070  >  80 [ACK] Seq=304 Ack=443 Win=501 Len=0 TSval=1713422711 TSecr=1056838766"
"10905","157.157335795","124.124.201.170","10.43.1.228","TCP","66","80","54068","80  >  54068 [ACK] Seq=442 Ack=299 Win=1014 Len=0 TSval=3326487278 TSecr=1713422711"
"10906","157.157365648","124.124.201.170","10.43.1.228","TCP","66","80","54068","80  >  54068 [FIN, ACK] Seq=442 Ack=299 Win=1014 Len=0 TSval=3326487278 TSecr=1713422711"
"10907","157.157393630","10.43.1.228","124.124.201.170","TCP","66","54068","80","54068  >  80 [ACK] Seq=299 Ack=443 Win=501 Len=0 TSval=1713422711 TSecr=3326487278"
"10908","157.157530243","10.43.1.228","34.98.75.36","TLSv1.2","97","33052","443","Encrypted Alert"
"10909","157.157566277","10.43.1.228","34.98.75.36","TCP","66","33052","443","33052  >  443 [FIN, ACK] Seq=170 Ack=93 Win=501 Len=0 TSval=2494975695 TSecr=2843090603"
"10910","157.157629914","34.98.75.36","10.43.1.228","TCP","66","443","33052","443  >  33052 [ACK] Seq=93 Ack=170 Win=1004 Len=0 TSval=2843090603 TSecr=2494975695"
"10911","157.157666214","34.98.75.36","10.43.1.228","TCP","66","443","33052","443  >  33052 [ACK] Seq=93 Ack=171 Win=1004 Len=0 TSval=2843090603 TSecr=2494975695"
"10912","157.157697772","34.98.75.36","10.43.1.228","TCP","66","443","33052","443  >  33052 [FIN, ACK] Seq=93 Ack=171 Win=1004 Len=0 TSval=2843090603 TSecr=2494975695"
"10913","157.157734726","10.43.1.228","34.98.75.36","TCP","66","33052","443","33052  >  443 [ACK] Seq=171 Ack=94 Win=501 Len=0 TSval=2494975696 TSecr=2843090603"
"10936","157.561169662","10.43.1.228","52.41.59.170","TLSv1.2","101","51172","443","Application Data"
"10937","157.561269622","52.41.59.170","10.43.1.228","TCP","66","443","51172","443  >  51172 [ACK] Seq=1 Ack=36 Win=1001 Len=0 TSval=1321957996 TSecr=1868797876"
"10938","157.582868777","10.43.1.228","13.224.21.61","TLSv1.2","112","38416","443","Application Data"
"10939","157.582965537","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=5998 Ack=1110 Win=64384 Len=0 TSval=3338127183 TSecr=3431942786"
"10940","157.583180394","10.43.1.228","117.18.237.29","TCP","66","48512","80","48512  >  80 [FIN, ACK] Seq=1139 Ack=2607 Win=501 Len=0 TSval=1007594982 TSecr=4171483766"
"10941","157.583201643","10.43.1.228","117.18.237.29","TCP","66","48510","80","48510  >  80 [FIN, ACK] Seq=1139 Ack=2607 Win=501 Len=0 TSval=1007594982 TSecr=2798433307"
"10942","157.583245303","10.43.1.228","13.224.21.61","TLSv1.2","97","38416","443","Encrypted Alert"
"10943","157.583253345","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [FIN, ACK] Seq=1141 Ack=5998 Win=64128 Len=0 TSval=3431942786 TSecr=3338127183"
"10944","157.583265324","117.18.237.29","10.43.1.228","TCP","66","80","48512","80  >  48512 [ACK] Seq=2607 Ack=1140 Win=1000 Len=0 TSval=4171491166 TSecr=1007594982"
"10945","157.583296913","117.18.237.29","10.43.1.228","TCP","66","80","48510","80  >  48510 [ACK] Seq=2607 Ack=1140 Win=1000 Len=0 TSval=2798440707 TSecr=1007594982"
"10946","157.583304965","117.18.237.29","10.43.1.228","TCP","66","80","48512","80  >  48512 [FIN, ACK] Seq=2607 Ack=1140 Win=1000 Len=0 TSval=4171491166 TSecr=1007594982"
"10947","157.583320818","10.43.1.228","117.18.237.29","TCP","66","48512","80","48512  >  80 [ACK] Seq=1140 Ack=2608 Win=501 Len=0 TSval=1007594982 TSecr=4171491166"
"10948","157.583328779","10.43.1.228","99.86.31.6","TLSv1.2","97","34030","443","Encrypted Alert"
"10949","157.583336518","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [FIN, ACK] Seq=733 Ack=30966 Win=64128 Len=0 TSval=4037542699 TSecr=1402670623"
"10950","157.583336086","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=5998 Ack=1141 Win=64384 Len=0 TSval=3338127193 TSecr=3431942786"
"10951","157.583342907","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=5998 Ack=1142 Win=64384 Len=0 TSval=3338127193 TSecr=3431942786"
"10952","157.583349668","117.18.237.29","10.43.1.228","TCP","66","80","48510","80  >  48510 [FIN, ACK] Seq=2607 Ack=1140 Win=1000 Len=0 TSval=2798440707 TSecr=1007594982"
"10953","157.583357460","10.43.1.228","117.18.237.29","TCP","66","48510","80","48510  >  80 [ACK] Seq=1140 Ack=2608 Win=501 Len=0 TSval=1007594982 TSecr=2798440707"
"10954","157.583399456","10.43.1.228","35.162.83.120","TLSv1.2","97","54246","443","Encrypted Alert"
"10955","157.583406387","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [FIN, ACK] Seq=1418 Ack=7946 Win=64128 Len=0 TSval=4196509855 TSecr=2932497145"
"10956","157.583430814","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [FIN, ACK] Seq=5998 Ack=1142 Win=64384 Len=0 TSval=3338127193 TSecr=3431942786"
"10957","157.583442876","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=1142 Ack=5999 Win=64128 Len=0 TSval=3431942786 TSecr=3338127193"
"10958","157.583471280","99.86.31.6","10.43.1.228","TCP","66","443","34030","443  >  34030 [ACK] Seq=30966 Ack=733 Win=64768 Len=0 TSval=1402676483 TSecr=4037542699"
"10959","157.583479014","99.86.31.6","10.43.1.228","TCP","66","443","34030","443  >  34030 [ACK] Seq=30966 Ack=734 Win=64768 Len=0 TSval=1402676483 TSecr=4037542699"
"10960","157.583486731","35.162.83.120","10.43.1.228","TCP","66","443","54246","443  >  54246 [ACK] Seq=7946 Ack=1418 Win=64064 Len=0 TSval=2932502245 TSecr=4196509855"
"10961","157.583490646","35.162.83.120","10.43.1.228","TCP","66","443","54246","443  >  54246 [ACK] Seq=7946 Ack=1419 Win=64064 Len=0 TSval=2932502245 TSecr=4196509855"
"10962","157.583614538","99.86.31.6","10.43.1.228","TCP","66","443","34030","443  >  34030 [FIN, ACK] Seq=30966 Ack=734 Win=64768 Len=0 TSval=1402676483 TSecr=4037542699"
"10963","157.583617253","10.43.1.228","35.162.83.120","TLSv1.2","97","54248","443","Encrypted Alert"
"10964","157.583624111","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=734 Ack=30967 Win=64128 Len=0 TSval=4037542700 TSecr=1402676483"
"10965","157.583626707","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [FIN, ACK] Seq=1436 Ack=6560 Win=64128 Len=0 TSval=4196509856 TSecr=3726881123"
"10966","157.583628176","35.162.83.120","10.43.1.228","TCP","66","443","54246","443  >  54246 [FIN, ACK] Seq=7946 Ack=1419 Win=64064 Len=0 TSval=2932502245 TSecr=4196509855"
"10967","157.583632240","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=1419 Ack=7947 Win=64128 Len=0 TSval=4196509856 TSecr=2932502245"
"10968","157.583837762","35.162.83.120","10.43.1.228","TCP","66","443","54248","443  >  54248 [ACK] Seq=6560 Ack=1436 Win=64064 Len=0 TSval=3726886223 TSecr=4196509856"
"10969","157.583848617","35.162.83.120","10.43.1.228","TCP","66","443","54248","443  >  54248 [ACK] Seq=6560 Ack=1437 Win=64064 Len=0 TSval=3726886223 TSecr=4196509856"
"10970","157.584108559","35.162.83.120","10.43.1.228","TCP","66","443","54248","443  >  54248 [FIN, ACK] Seq=6560 Ack=1437 Win=64064 Len=0 TSval=3726886223 TSecr=4196509856"
"10971","157.584126419","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [ACK] Seq=1437 Ack=6561 Win=64128 Len=0 TSval=4196509856 TSecr=3726886223"
"10975","157.591256013","10.43.1.228","52.41.59.170","TLSv1.2","97","51172","443","Encrypted Alert"
"10976","157.591276182","10.43.1.228","52.41.59.170","TCP","66","51172","443","51172  >  443 [FIN, ACK] Seq=67 Ack=1 Win=501 Len=0 TSval=1868797906 TSecr=1321957996"
"10977","157.591350466","52.41.59.170","10.43.1.228","TCP","66","443","51172","443  >  51172 [ACK] Seq=1 Ack=67 Win=1001 Len=0 TSval=1321958026 TSecr=1868797906"
"10978","157.591365801","52.41.59.170","10.43.1.228","TCP","66","443","51172","443  >  51172 [ACK] Seq=1 Ack=68 Win=1001 Len=0 TSval=1321958026 TSecr=1868797906"
"10979","157.591401743","52.41.59.170","10.43.1.228","TCP","66","443","51172","443  >  51172 [FIN, ACK] Seq=1 Ack=68 Win=1001 Len=0 TSval=1321958026 TSecr=1868797906"
"10980","157.591418386","10.43.1.228","52.41.59.170","TCP","66","51172","443","51172  >  443 [ACK] Seq=68 Ack=2 Win=501 Len=0 TSval=1868797906 TSecr=1321958026"
"11042","158.379355717","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228596989 TSecr=2266219488"
"11392","165.035326792","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228603645 TSecr=2266219488"
